"char","year","tf_idf","number"
"流",2017,0.182774284911077,894
"云计算",2017,0.125662603376828,894
"事件",2017,0.100162201263827,894
"领域",2017,0.0830872529221321,894
"CEP",2013,0.508989630444617,1899
"流中",2013,0.100305017590555,1899
"含义",2013,0.0905423812446404,1899
"事件驱动",2013,0.0826604687385077,1899
"蕴含",2013,0.0791208289035654,1899
"CEP",2017,0.373844107878288,908
"事件",2017,0.277345681430528,908
"生成",2017,0.122004734843907,908
"代数",2017,0.121425378215877,908
"测试数据",2017,0.116225769354893,908
"访问控制",2018,0.287801038378375,632
"一系列",2018,0.119286649941276,632
"映射",2018,0.107734109000007,632
"跨网",2018,0.105605451749856,632
"跟随",2018,0.105605451749856,632
"层",2013,0.233548233213209,1726
"数据处理",2013,0.148839791592657,1726
"流",2013,0.148250253316763,1726
"定制",2013,0.104972466136245,1726
"监测数据",2013,0.0922498174079936,1726
"雾",2019,0.367258778064714,148
"概述",2019,0.121502197205686,148
"计算",2019,0.121448630122338,148
"基础设施",2019,0.0972234642195186,148
"云到",2019,0.0953024808474312,148
"农业",2016,0.216566230824912,1081
"创新",2016,0.148596174476667,1081
"政策",2016,0.0803178525989228,1081
"推力",2016,0.0651233619124113,1081
"务实",2016,0.0651233619124113,1081
"K",2013,0.405177967546841,1720
"路径",2013,0.350518783630645,1720
"容量",2013,0.282435410217814,1720
"期望",2013,0.187494788286708,1720
"子",2013,0.161391662981608,1720
"办法",2016,0.289970351264264,1043
"i",2016,0.289970351264264,1043
"j",2016,0.266230140146894,1043
"用户数",2016,0.199672605110171,1043
"接入",2016,0.177243537158795,1043
"时隙",2011,0.173941587511533,2284
"命令",2011,0.168705749147537,2284
"碰撞",2011,0.1576287874224,2284
"次数",2011,0.154224852429389,2284
"搜索",2011,0.140842943520767,2284
"控制策略",2015,0.180238349237194,1206
"访问",2015,0.169887567534042,1206
"CP",2015,0.158028026842853,1206
"ABAC",2015,0.158028026842853,1206
"ABE",2015,0.151259036902811,1206
"异构",2011,0.259524121736953,2394
"网络拓扑",2011,0.101606961600538,2394
"优化",2011,0.101591134996212,2394
"延长",2011,0.0964995614772953,2394
"传感器",2011,0.094483141376043,2394
"碰撞",2012,0.355935971598968,2148
"标签",2012,0.341793254950826,2148
"锁定",2012,0.229730846739659,2148
"防",2012,0.198446678844438,2148
"算法",2012,0.175158647875551,2148
"蜘蛛",2015,0.568349340326499,1368
"遗传算法",2015,0.179070242603389,1368
"解",2015,0.175238951124922,1368
"搜索",2015,0.143403724312053,1368
"早熟",2015,0.142087335081625,1368
"三支",2018,0.492825441499329,498
"在线",2018,0.234267044181731,498
"计算",2018,0.161493854108622,498
"决策",2018,0.151576655967195,498
"概率",2018,0.130094083246789,498
"校园",2015,0.521426058857665,1326
"师生",2015,0.316816355249569,1326
"感知",2015,0.129385545669383,1326
"服务平台",2015,0.116710699135754,1326
"校园生活",2015,0.105605451749856,1326
"水肥",2017,0.406909214233132,880
"果树",2017,0.210770789126868,880
"脐橙",2017,0.175122694645805,880
"滴灌",2017,0.152590955337424,880
"施肥",2017,0.141033489044496,880
"基带",2014,0.171753921527239,1551
"收发机",2014,0.147608596501566,1551
"偏移",2014,0.128986665504045,1551
"补偿",2014,0.115381408176436,1551
"371",2014,0.0858769607636193,1551
"鲁棒性",2018,0.330663268329173,344
"延迟",2018,0.300191003341124,344
"RDR",2018,0.156296068589787,344
"各个方面",2018,0.124107310341105,344
"端",2018,0.111117886959481,344
"承载",2011,0.479323333608288,2320
"条码",2011,0.347601963893567,2320
"商品信息",2011,0.309637228214322,2320
"物流业",2011,0.269798500741533,2320
"大容量",2011,0.269798500741533,2320
"降水",2018,0.410864783592082,521
"布局",2018,0.370697781225798,521
"流域",2018,0.216060725082813,521
"模拟退火",2018,0.150284681336334,521
"站网",2018,0.150284681336334,521
"路况",2018,0.225561721697174,479
"路段",2018,0.225561721697174,479
"行车",2018,0.217732123405448,479
"高速公路",2018,0.211334875798642,479
"可扩充性",2018,0.137101814552445,479
"信号系统",2019,0.494607811992997,269
"高速铁路",2019,0.457446376728707,269
"列车",2019,0.197843124797199,269
"指挥",2019,0.115359668138427,269
"运输能力",2019,0.0989215623985995,269
"EIDSART",2012,0.312592137179574,2040
"多媒体",2012,0.234755731217362,2040
"精确",2012,0.156919325255149,2040
"检测",2012,0.140804597301254,2040
"融合",2012,0.13101549886008,2040
"签名",2018,0.433661908342358,340
"代理",2018,0.356520231825728,340
"次",2018,0.254657308446948,340
"运算",2018,0.204727440090697,340
"标量",2018,0.143871843412715,340
"融合",2018,0.250029577977251,536
"数据",2018,0.107841441923136,536
"杜绝",2018,0.102537269325515,536
"这一",2018,0.0833683089983295,536
"发现",2018,0.0780477293639337,536
"高性能",2015,0.699886731945874,1242
"计算",2015,0.263062315812158,1242
"研制",2015,0.162954561057467,1242
"计算机所",2015,0.14744912131112,1242
"彼此间",2015,0.14744912131112,1242
"线路",2015,0.208342621411192,1193
"输配电",2015,0.18260657048537,1193
"结点",2015,0.15911193633475,1193
"高压",2015,0.154437024622085,1193
"故障",2015,0.141218027042224,1193
"万物",2019,0.198107700831239,28
"一体",2019,0.158637189314911,28
"拉近",2019,0.14744912131112,28
"世间",2019,0.14744912131112,28
"录",2019,0.14744912131112,28
"耕地",2017,0.705749718362374,910
"监管",2017,0.344668412876134,910
"三位一体",2017,0.242024905975541,910
"生态",2017,0.110844090886082,910
"综合",2017,0.11073050246925,910
"施工现场",2014,0.395070067107132,1683
"定位系统",2014,0.212427770850627,1683
"RTLS",2014,0.153231439793909,1683
"消减",2014,0.153231439793909,1683
"伤亡",2014,0.153231439793909,1683
"噪声",2019,0.388161426339135,258
"电磁",2019,0.179659442012405,258
"办公区",2019,0.175613560213244,258
"频点",2019,0.175613560213244,258
"焊接车间",2019,0.160037219077066,258
"工业",2018,0.21075951081244,527
"智能化",2018,0.124701480740473,527
"数据分析",2018,0.118983445133028,527
"竞争力",2018,0.111039516243778,527
"制造",2018,0.101903954309026,527
"解析",2019,0.363453966430878,72
"标识",2019,0.280489309686467,72
"工业",2019,0.182278495837786,72
"僵化",2019,0.0962385979585056,72
"互联网",2019,0.0928115063658477,72
"工业",2019,0.264482523372474,203
"企业",2019,0.172470676876646,203
"保驾护航",2019,0.153231439793909,203
"生产",2019,0.142155336939506,203
"料",2019,0.139640318606459,203
"机器人",2019,0.538244639978927,211
"焊接",2019,0.470378712319717,211
"船体",2019,0.381209923389725,211
"船厂",2019,0.327619080040061,211
"里",2019,0.274028236690397,211
"噪声",2018,0.448125042908035,511
"分布",2018,0.183988032340841,511
"点焊机",2018,0.14744912131112,511
"工厂",2018,0.146483380185116,511
"相近",2018,0.121292623931499,511
"社会化",2018,0.188451908940011,388
"隐式",2018,0.172210029251827,388
"交互",2018,0.15398046533933,388
"消息",2018,0.142810846829503,388
"完成率",2018,0.133586383410075,388
"时隙",2019,0.415762818930005,17
"分配",2019,0.228924415789204,17
"密集",2019,0.214715607820758,17
"CA",2019,0.173698932900717,17
"CSMA",2019,0.16380954002003,17
"协方差",2018,0.303487511824829,503
"边界",2018,0.278415625621822,503
"时钟",2018,0.267583414392976,503
"观测",2018,0.1654157424466,503
"TDMA",2018,0.138284587357853,503
"工业",2019,0.394147656584304,131
"抗毁",2019,0.250461392274135,131
"无线",2019,0.140726512523125,131
"传感器",2019,0.125159485978654,131
"性",2019,0.109513913904308,131
"哑",2012,0.58979648524448,2057
"定理",2012,0.21198410762842,2057
"拓扑",2012,0.157630840368414,2057
"较快",2012,0.14744912131112,2057
"知识",2012,0.141028905116364,2057
"调度",2016,0.139305224486637,920
"采样",2016,0.13131221727489,920
"容量",2016,0.129113330385287,920
"延迟",2016,0.122526940139234,920
"周期",2016,0.113890343800008,920
"以太网",2011,0.300397248728656,2293
"TCP",2011,0.217254338452641,2293
"IP",2011,0.20644011236295,2293
"工业",2011,0.198361892529355,2293
"模型",2011,0.108415009247177,2293
"转租",2019,0.252090433209334,205
"房屋",2019,0.229730846739659,205
"阻止",2019,0.200173081195331,205
"公租",2019,0.126045216604667,205
"租房",2019,0.126045216604667,205
"采暖",2012,0.22328009798541,2071
"上传",2012,0.13131221727489,2071
"GPRS",2012,0.107764347475852,2071
"ZigBee",2012,0.102305626425489,2071
"计费",2012,0.101737946413277,2071
"共享",2017,0.367465358501202,869
"制造",2017,0.287728812166661,869
"制造商",2017,0.25892176237209,869
"能力",2017,0.214844653760197,869
"增",2017,0.114923579845432,869
"居家",2013,0.449664167902555,1921
"老年",2013,0.332484747119393,1921
"健康",2013,0.315230320648951,1921
"自我",2013,0.179865667161022,1921
"管理系统",2013,0.146615311869524,1921
"再生能源",2015,0.323196120679961,1440
"存贮",2015,0.244212607171542,1440
"气候变化",2015,0.188220123758166,1440
"电能",2015,0.155674690169786,1440
"翅膀",2015,0.0814042023905142,1440
"调度",2015,0.333380024412464,1248
"损耗",2015,0.17031077215156,1248
"设备",2015,0.142787845757582,1248
"建模",2015,0.13507876407401,1248
"目标",2015,0.116022948789109,1248
"实物",2016,0.580534357615548,962
"资料",2016,0.565676460764727,962
"地质",2016,0.513724990814589,962
"全国",2016,0.124716773490942,962
"远未",2016,0.0941542581866188,962
"丝路",2015,0.558200244963526,1424
"丝绸之路",2015,0.22328009798541,1424
"信息化",2015,0.152750849884954,1424
"建设",2015,0.137323278721961,1424
"基础设施",2015,0.113890343800008,1424
"光存储",2019,0.710436675408124,329
"研制成功",2019,0.101490953629732,329
"目前为止",2019,0.0924890421938885,329
"存储介质",2019,0.0924890421938885,329
"样机",2019,0.0924890421938885,329
"光栅",2014,1.02519897195937,1617
"光纤",2014,0.471488138769561,1617
"制备",2014,0.396907206999037,1617
"塔上",2014,0.249408620090086,1617
"拉丝",2014,0.249408620090086,1617
"媒体",2011,0.274722609759379,2393
"广播电视",2011,0.200379575115112,2393
"网站",2011,0.192053977851389,2393
"农村",2011,0.182218693323123,2393
"广西",2011,0.172210029251827,2393
"旱死率",2012,0.422421806999425,2104
"树苗",2012,0.422421806999425,2104
"统计",2012,0.212053142236688,2104
"枯死",2012,0.211210903499712,2104
"树木",2012,0.192477195917011,2104
"精密",2015,0.20457248957325,1316
"电文",2015,0.171753921527239,1316
"改正",2015,0.171753921527239,1316
"播发",2015,0.156519917558888,1316
"弹性",2015,0.126051909622187,1316
"兔舍",2015,0.312592137179574,1245
"种兔",2015,0.187555282307745,1245
"兔场",2015,0.187555282307745,1245
"亲缘",2015,0.187555282307745,1245
"近交",2015,0.12503685487183,1245
"轨道交通",2014,0.324463556447334,1629
"RIM",2014,0.204308586391879,1629
"项目",2014,0.130984998030034,1629
"施工",2014,0.120154970055455,1629
"一号线",2014,0.102154293195939,1629
"煤电",2014,0.381209923389725,1628
"基地",2014,0.252475419506054,1628
"生态",2014,0.15004504985799,1628
"环境监测",2014,0.145835196329278,1628
"层",2014,0.0961250350115343,1628
"农业",2018,0.307186143014059,505
"跑",2018,0.303049202082103,505
"领跑",2018,0.166272413393391,505
"大力支持",2018,0.166272413393391,505
"前沿性",2018,0.166272413393391,505
"养老",2015,0.539597001483066,1320
"老年人",2015,0.374045340509317,1320
"护理",2015,0.225032439124961,1320
"健康",2015,0.157615160324475,1320
"421",2015,0.154818614107161,1320
"就物",2013,0.18260657048537,1920
"科技领域",2013,0.18260657048537,1920
"事实",2013,0.164833565855627,1920
"必然趋势",2013,0.150484443088052,1920
"物物",2013,0.138895080940795,1920
"勘测",2019,0.765881445883125,296
"成果",2019,0.117963129455636,296
"信息化",2019,0.117242976885382,296
"行业",2019,0.0920346135777118,296
"数据",2019,0.0728959179150197,296
"海岛",2019,0.791295138769935,219
"生态",2019,0.354427401722165,219
"层",2019,0.0810931365323643,219
"三角",2019,0.0766094508278427,219
"概念模型",2019,0.0724554725979512,219
"海底",2019,0.493837583883915,297
"海洋",2019,0.337374228694678,297
"观测网",2019,0.314190716864533,297
"观测",2019,0.250556198117644,297
"先发",2019,0.114923579845432,297
"上位",2015,0.301191947245961,1314
"包头",2015,0.244212607171542,1314
"包体",2015,0.244212607171542,1314
"海底",2015,0.209880973150664,1314
"通信协议",2015,0.195807059520139,1314
"查询",2016,0.244194308044122,1139
"完整",2016,0.233024509249151,1139
"Skyline",2016,0.177609168852031,1139
"维度",2016,0.152815872249346,1139
"海量",2016,0.137985451653538,1139
"差异",2016,0.175800920002757,1132
"子集",2016,0.158618737309028,1132
"特征",2016,0.14215182512898,1132
"识别",2016,0.129181265513944,1132
"定位",2016,0.123689154381492,1132
"海量",2013,0.328181614743549,1749
"规则",2013,0.163403261982612,1749
"监测",2013,0.0989657918271443,1749
"湖泊",2013,0.0962385979585056,1749
"数据处理",2013,0.0905106840766156,1749
"测评",2013,0.290398070268837,1753
"海量",2013,0.192131641542901,1753
"差",2013,0.156680657292738,1753
"用户量",2013,0.0989215623985995,1753
"剧增",2013,0.0989215623985995,1753
"海洋",2019,0.445465000994914,24
"基准",2019,0.37687471601025,24
"时空",2019,0.30702815894924,24
"监测网",2019,0.189679694890518,24
"海洋环境",2019,0.163014348078186,24
"数字",2018,0.240765160858874,470
"制造",2018,0.213831248386152,470
"飞机",2018,0.203454607116566,470
"新一代",2018,0.190011133323341,470
"中国工程院",2018,0.128111531630973,470
"模拟器",2018,0.332509089743248,578
"训练",2018,0.221816012321028,578
"航天",2018,0.221672726495499,578
"仿真技术",2018,0.213978121277768,578
"飞行",2018,0.213978121277768,578
"农产品",2011,0.608493623999992,2338
"供应链",2011,0.536337202706134,2338
"河南省",2011,0.531888472890451,2338
"SWOT",2011,0.203475892826555,2338
"劣势",2011,0.203475892826555,2338
"冷源",2018,0.17965065355148,630
"核电厂",2018,0.17965065355148,630
"海",2018,0.163716235607573,630
"探测",2018,0.10475188256248,630
"生物",2018,0.0931862830757655,630
"核能",2018,0.623144921781324,575
"5.0",2018,0.419761946301328,575
"核电",2018,0.293055128605851,575
"讨论",2018,0.150950644194631,575
"控系统",2018,0.097685042868617,575
"金土",2013,0.197843124797199,1798
"国土资源",2013,0.180295094909605,1798
"黑龙江",2013,0.0989215623985995,1798
"黑龙江省",2013,0.0989215623985995,1798
"访问速度",2013,0.0989215623985995,1798
"动物",2013,0.326319768475361,1967
"肉类",2013,0.282462774559856,1967
"溯源",2013,0.25489665608634,1967
"个体",2013,0.219600332118934,1967
"虹膜",2013,0.161835931104127,1967
"生产",2018,0.239486918988177,391
"城市",2018,0.238346441050395,391
"互联网",2018,0.164998233539285,391
"云端",2018,0.0795244332941839,391
"绿色",2018,0.077807132757169,391
"无所不在",2016,0.2618714765331,1152
"2.0",2016,0.2618714765331,1152
"创伤",2016,0.226516041434474,1152
"创新",2016,0.180899690667246,1152
"医学",2016,0.154489761730474,1152
"乳品",2016,0.36633769859025,980
"全程",2016,0.248547648625521,980
"产品质量",2016,0.213414301106693,980
"生鲜",2016,0.208558614102165,980
"行业",2016,0.190762653597439,980
"电力电缆",2016,0.610427678479664,968
"电缆",2016,0.327734965017687,968
"管理模式",2016,0.272587485243768,968
"苏州",2016,0.22328009798541,968
"城市化",2016,0.163867482508844,968
"钢铁行业",2017,0.425173507398771,899
"制造",2017,0.243352726708121,899
"2025",2017,0.185234791553888,899
"我国",2017,0.124381380316824,899
"战略",2017,0.119645998200568,899
"农业",2017,0.248148806153545,864
"现代农业",2017,0.210121824342851,864
"互联网",2017,0.12519885494143,864
"国外",2017,0.0969588362039884,864
"中国",2017,0.0798769730209009,864
"现代农业",2018,0.245621858592556,569
"互联网",2018,0.125443862485347,569
"农业",2018,0.118666427849267,569
"养殖",2018,0.112362503090001,569
"落脚点",2018,0.107052101773827,569
"中药",2018,0.756753931360141,400
"产业",2018,0.30137815668507,400
"升级",2018,0.231055288044228,400
"互联网",2018,0.161221865518139,400
"障碍因素",2018,0.11006765393647,400
"建筑",2016,0.615771201549713,971
"研讨",2016,0.192477195917011,971
"智能建筑",2016,0.17374348833431,971
"始终",2016,0.167712581542034,971
"文明",2016,0.167712581542034,971
"回收",2016,0.860434851465901,1023
"再生资源",2016,0.255854900602714,1023
"中国",2016,0.19474766755572,1023
"废物",2016,0.135650595217703,1023
"资源",2016,0.12880695991279,1023
"多路径",2019,0.269186322246315,22
"端",2019,0.144846407582192,22
"传输",2019,0.124808719099195,22
"网卡",2019,0.119357367300493,22
"端到",2019,0.117315174793918,22
"虚拟",2010,0.381638943733691,2442
"神经学",2010,0.378135649814001,2442
"互联网",2010,0.221550047453959,2442
"启发",2010,0.19429174065359,2442
"中类",2010,0.126045216604667,2442
"创新",2019,0.277379525689778,276
"整合",2019,0.12572507205516,276
"模式",2019,0.120128569401151,276
"时代",2019,0.108697551262961,276
"互联网",2019,0.101748910682559,276
"铁路桥梁",2019,0.312592137179574,186
"养修",2019,0.156296068589787,186
"跨径",2019,0.156296068589787,186
"长江大桥",2019,0.156296068589787,186
"维护",2019,0.138323784111991,186
"滑坡",2012,0.321004505837322,2052
"m",2012,0.166888237143018,2052
"工程造价",2012,0.14885339865694,2052
"施工",2012,0.0875414781832602,2052
"监测",2012,0.0871841499429604,2052
"节点",2012,0.253582618587265,2166
"CC2420",2012,0.183877727752691,2166
"微处理器",2012,0.11224190568861,2166
"汇聚",2012,0.100222479247058,2166
"TI",2012,0.0919388638763454,2166
"现场",2011,0.211185210143316,2382
"机",2011,0.185846686860058,2382
"上位",2011,0.15298638590271,2382
"通信协议",2011,0.132610072055967,2382
"逐级",2011,0.124044498880783,2382
"环境治理",2018,0.254830546613783,582
"流域",2018,0.244242558789267,582
"水",2018,0.243619506484465,582
"治理",2018,0.235517745943086,582
"整治",2018,0.232227921160742,582
"连通性",2016,0.671709049923638,1110
"机会",2016,0.202435273951464,1110
"参数",2016,0.174771605297214,1110
"提取",2016,0.143645478666676,1110
"消息",2016,0.112897764047648,1110
"MTC",2013,0.350409972564587,1752
"Beta",2013,0.339774062151711,1752
"M",2013,0.235517745943086,1752
"退避",2013,0.111800157710773,1752
"过载",2013,0.107919400296613,1752
"网络空间",2018,0.292684159459928,500
"学习",2018,0.224566732851686,500
"机器",2018,0.211654621221253,500
"网络安全",2018,0.123099546879861,500
"解决方案",2018,0.118954199406579,500
"鸡蛋",2015,0.732637821514627,1375
"溯源",2015,0.330569100861973,1375
"蛋鸡",2015,0.209880973150664,1375
"饲养",2015,0.200890908386546,1375
"信息化",2015,0.125303431546252,1375
"离散",2014,0.340451241522958,1687
"积分",2014,0.256636261222682,1687
"离散系统",2014,0.211210903499712,1687
"引导",2014,0.186513372968436,1687
"差异",2014,0.140640736002206,1687
"iS3",2018,0.450854044009002,655
"基础设施",2018,0.191642405432705,655
"五个",2018,0.108030362541407,655
"智慧",2018,0.103493825003312,655
"BIM",2018,0.102498014994257,655
"生态",2018,0.477813362654569,364
"文明",2018,0.301231335779382,364
"城市化",2018,0.111366250248729,364
"生态环境",2018,0.1004999242694,364
"指标",2018,0.0968786522259384,364
"WLAN",2011,0.584409915306315,2362
"G",2011,0.325517902262918,2362
"网络",2011,0.168484393292626,2362
"和物",2011,0.152222514128853,2362
"交互",2011,0.136482685187134,2362
"图像",2015,0.123985127483817,1380
"WVSN",2015,0.111110949234446,1380
"HRAVS",2015,0.111110949234446,1380
"vision",2015,0.111110949234446,1380
"帧",2015,0.110884104586735,1380
"桥梁",2013,0.637262431978836,1987
"健康",2013,0.402794298606993,1987
"集群",2013,0.336147647149972,1987
"监测",2013,0.162743746560193,1987
"G",2013,0.15914208555076,1987
"BIM",2019,0.43807370792066,151
"施工",2019,0.377747474352424,151
"高速公路",2019,0.330029806041715,151
"D",2019,0.20472288022328,151
"工程质量",2019,0.184005236734829,151
"浊度",2019,0.601449952909366,69
"水质",2019,0.464664973082391,69
"送入",2019,0.116638857156558,69
"监测",2019,0.109305501421025,69
"模数转换",2019,0.106293376849693,69
"电源",2017,0.27055056078474,723
"中枢",2017,0.13473799016361,723
"视频",2017,0.127721709148829,723
"不断进步",2017,0.115796398979677,723
"系统可靠性",2017,0.106989060638884,723
"G",2019,0.228555122865453,95
"急诊",2019,0.200056757386165,95
"VR",2019,0.164132146426455,95
"院前",2019,0.151524601041051,95
"院内",2019,0.128149871494921,95
"地址",2012,0.431425672172218,2204
"报头",2012,0.136776788688712,2204
"寻址",2012,0.117281241202028,2204
"全球",2012,0.114343653775067,2204
"链路",2012,0.112472505752604,2204
"目标",2018,0.236081478405666,389
"RTI",2018,0.206424818809548,389
"被动式",2018,0.186333596184622,389
"伪",2018,0.179865667161022,389
"定位",2018,0.119386922924745,389
"大气",2017,0.397891069859935,765
"Android",2017,0.314355905026537,765
"远程",2017,0.192341185170322,765
"控制",2017,0.163684833983142,765
"IOCP",2017,0.132454295415074,765
"智能手机",2014,0.185348890612899,1638
"Android",2014,0.178336523043901,1638
"中转站",2014,0.150284681336334,1638
"网关",2014,0.148598450419536,1638
"以该",2014,0.123625174391721,1638
"作物",2016,0.205284002224521,1063
"生长",2016,0.155145613936147,1063
"大田作物",2016,0.0908698073196437,1063
"西华县",2016,0.0908698073196437,1063
"视频",2016,0.0861378968678151,1063
"农田",2014,0.374643419255609,1634
"Android",2014,0.285338436870241,1634
"水肥",2014,0.1909343236017,1634
"收集",2014,0.160803234886294,1634
"肥料",2014,0.120227745069067,1634
"可信",2016,0.322337810576205,1015
"Android",2016,0.289796849946338,1015
"应用程序",2016,0.161742065621066,1015
"模块",2016,0.13779403623226,1015
"商业价值",2016,0.122106303585771,1015
"智能网",2017,0.46684378367089,854
"关",2017,0.383016739919532,854
"通信协议",2017,0.379747024523907,854
"农业",2017,0.196878391659011,854
"封装",2017,0.117630593178957,854
"发布",2014,0.209481411540981,1643
"农业",2014,0.142010643163876,1643
"庄行",2014,0.128111531630973,1643
"试验站",2014,0.128111531630973,1643
"科学院",2014,0.128111531630973,1643
"Android",2016,0.267504784565851,1176
"室内",2016,0.172407650742852,1176
"云",2016,0.160260624638984,1176
"开发成本",2016,0.12915752193887,1176
"家居环境",2016,0.12915752193887,1176
"PM",2017,0.276956335703969,890
"2.5",2017,0.231652736171264,890
"小时",2017,0.220257409760704,890
"mug",2017,0.161129967618337,890
"预测",2017,0.161002863260836,890
"轮胎",2010,0.38151729904979,2427
"汽车",2010,0.255550767416032,2427
"COS",2010,0.139550061240881,2427
"TPMS",2010,0.139550061240881,2427
"换胎",2010,0.139550061240881,2427
"车位",2017,0.52477625047914,828
"控制器",2017,0.1801471856256,828
"停车难",2017,0.159485784275293,828
"三级网络",2017,0.159485784275293,828
"车位锁",2017,0.159485784275293,828
"伪装",2013,0.284866249957177,1993
"不良信息",2013,0.187555282307745,1993
"信息量",2013,0.173341061014112,1993
"存储",2013,0.116216442390576,1993
"样本",2013,0.10758237406354,1993
"森林",2013,0.164057939750869,1794
"气象",2013,0.153888489737287,1794
"明显增强",2013,0.122106303585771,1794
"GPRS",2013,0.117867255051713,1794
"视频",2013,0.115747798916127,1794
"工程量",2019,0.229847159690864,215
"管控",2019,0.179873550494382,215
"建造",2019,0.17261450824806,215
"项目",2019,0.117886498227031,215
"甘特图",2019,0.114923579845432,215
"基坑",2018,0.832401379744997,592
"Information",2018,0.174446523138214,592
"工程",2018,0.169948501154252,592
"BIM",2018,0.138438877394841,592
"Modeling",2018,0.101490953629732,592
"BIM",2019,0.324993706079351,270
"地铁",2019,0.293807022451771,270
"管理",2019,0.170695093766097,270
"设施",2019,0.145835196329278,270
"维护",2019,0.126515656199991,270
"管廊",2018,0.575487373650862,594
"BIM",2018,0.376861388463732,594
"运维",2018,0.194709945694358,594
"综合",2018,0.173813334179004,594
"管理",2018,0.12567450225652,594
"管廊",2018,0.474777083261961,399
"地下",2018,0.367481222433021,399
"施工",2018,0.17508295636652,399
"综合",2018,0.16388114365449,399
"环境污染",2018,0.122447791778466,399
"Mesh",2017,0.264709010206593,738
"BLE",2017,0.219127884582444,738
"室内",2017,0.137926120594282,738
"二极管",2017,0.120227745069067,738
"市场前景",2017,0.120227745069067,738
"K",2019,0.183353262081803,70
"室内",2019,0.163003597065969,70
"类",2019,0.152868564248914,70
"定位",2019,0.149776321487407,70
"M",2019,0.147733858818845,70
"隧道",2015,0.56545821429108,1346
"变形",2015,0.420979443839421,1346
"评估",2015,0.17246271765538,1346
"监测",2015,0.154721167504409,1346
"BP",2015,0.150137937456376,1346
"CC3200",2017,0.304472860889196,686
"牧场",2017,0.174446523138214,686
"器件",2017,0.119374742977173,686
"传递数据",2017,0.101490953629732,686
"德州仪器",2017,0.101490953629732,686
"查询",2011,0.245589704090089,2267
"s",2011,0.185469983965657,2267
"0.025",2011,0.156296068589787,2267
"OMNET",2011,0.156296068589787,2267
"时延",2011,0.148157182612642,2267
"CORS",2018,0.434155746082742,476
"高精度",2018,0.306500419988,476
"并发",2018,0.200794631497307,476
"位置服务",2018,0.16302481334539,476
"云",2018,0.154325045948652,476
"ZigBee",2013,0.244138426697189,1919
"覆盖",2013,0.196286175819222,1919
"极强",2013,0.177609168852031,1919
"Cortex",2013,0.161855823839305,1919
"极高",2013,0.161855823839305,1919
"终端",2011,0.164319049704905,2275
"监控",2011,0.129656029714379,2275
"可配",2011,0.126045216604667,2275
"工业",2011,0.108779102354808,2275
"预设",2011,0.100086540597665,2275
"船舶",2019,0.425025035414744,65
"制造",2019,0.312691585824955,65
"智能",2019,0.101595998602443,65
"关键技术",2019,0.100636743060309,65
"行业",2019,0.0958168579713164,65
"协议",2014,0.207992902940681,1696
"David",2014,0.200379575115112,1696
"安全隐患",2014,0.196413585707198,1696
"CSP",2014,0.172210029251827,1696
"主体",2014,0.162741711193587,1696
"SVM",2013,0.562471258826052,1955
"并行",2013,0.378510171358483,1955
"化",2013,0.239347061787999,1955
"算法",2013,0.189967979620131,1955
"CUDA",2013,0.159485784275293,1955
"ONS",2013,0.349501428177138,1793
"DHT",2013,0.220202988223648,1793
"EPCglobal",2013,0.210770789126868,1793
"解析",2013,0.146970456370956,1793
"OverSim",2013,0.128111531630973,1793
"命名",2011,0.340459324372918,2305
"单点",2011,0.177845250922244,2305
"负载",2011,0.168360434787093,2305
"失效",2011,0.147586801524937,2305
"表的物",2011,0.118406112568021,2305
"查找",2012,0.280520883142177,2024
"供应链",2012,0.197597916786471,2024
"发现",2012,0.179372851696058,2024
"参与",2012,0.138372014687069,2024
"标识符",2012,0.124941337700516,2024
"ONS",2013,0.355326451980091,1864
"偷听",2013,0.347324596866194,1864
"欺骗",2013,0.275794022980234,1864
"篡改",2013,0.209944932272491,1864
"Object",2013,0.173662298433097,1864
"国网公司",2013,0.173662298433097,1856
"EPON",2013,0.173662298433097,1856
"电力",2013,0.170036417018893,1856
"探索性",2013,0.14924869201825,1856
"前期",2013,0.13384542133914,1856
"覆冰",2011,0.558200244963526,2370
"厚度",2011,0.443240394075376,2370
"输电",2011,0.321004505837322,2370
"线路",2011,0.309537608953771,2370
"FBG",2011,0.305213839239832,2370
"地质灾害",2013,0.473768602640121,1941
"预警",2013,0.201820779113821,1941
"治灾",2013,0.173662298433097,1941
"RIA",2013,0.173662298433097,1941
"Viewer",2013,0.173662298433097,1941
"FPGA",2016,0.143384047195238,998
"网络",2016,0.108110819029435,998
"adhoc",2016,0.097685042868617,998
"QuartusII8",2016,0.097685042868617,998
"fieldprogrammablegatearray",2016,0.097685042868617,998
"FPGA",2011,0.344121713268571,2316
"加速",2011,0.192762846237415,2316
"FPGAs",2011,0.156296068589787,2316
"中位数",2011,0.142433124978588,2316
"策略",2011,0.115213179854347,2316
"保密",2015,0.19454888246454,1225
"混沌",2015,0.132178325933015,1225
"解密",2015,0.12969925497636,1225
"Array",2015,0.0919388638763454,1225
"Gate",2015,0.0919388638763454,1225
"世界",2013,0.364997818868889,1867
"抽象",2013,0.258226660770573,1867
"个子",2013,0.203475892826555,1867
"实体",2013,0.179607245793086,1867
"KRA",2013,0.135650595217703,1867
