title,year,abstract,citation
结合物联网与云技术的测绘实训管理平台设计与实现,2019,"测绘实训管理平台是针对测绘类专业实训课程,以移动互联网、物联网环境为基础,构建面向移动教学环境和自主学习服务的实训教学支撑平台。平台以测绘类专业实训教学任务的规划、组织、实施和监督管理为核心,涵盖多种形式实训教学资源的集成、共享与分发过程,通过测绘仪器设备数据的实时读取,做到实训任务可管理、可量化、可评价,可以帮助任课教师持续改进实训课程教学方式,优化教学过程、提升教学效果、降低劳动强度。本文首先分析了目前高职院校实训教学的基本现状,并介绍了移动互联时代教学的技术特点,进而介绍了测绘实训管理平台的设计思路与实现方法。平台的设计和研究也对实际生产中移动互联与云技术的应用具有借鉴意义。",0
精细化管理的房屋安全在线监测系统的设计与实现,2019,"随着我国城市化进程的推进,既有房屋逐渐老化,房屋安全问题凸显。本文分析了影响房屋安全的因素,并确定了房屋安全监测内容,基于物联网技术对系统进行了总体架构设计,并从硬件、数据库、功能方面进行了设计与实现。该系统可实时监测房屋安全状况,并进行危险险情报警;该系统的应用实施将提高房屋安全管理水平,实现房屋管理精细化和智能化。",0
国有勘测企业信息化的发展模式探讨,2019,"针对国有勘测企业信息化发展的行业特点,在分析勘测生产管理信息化与勘测专业发展信息化现状和存在问题的基础上,提出了在互联网+、大数据信息时代勘测设计行业信息化发展的模式。探讨了以勘测数据为核心,通过对勘测生产手段、生产流程、数据标准、成果管理等内容利用计算机和网络技术实现勘测生产的现代化、勘测成果的专题化、数据格式的标准化、数据提供的网络化、信息共享的集成化、服务流程的规范化、业务财务一体化、成果应用智慧化的勘测企业信息化发展模式。依托勘测技术的发展发挥勘测大数据在智慧城市建设中的应用,充分发挥勘测数据作为智慧大厦根基的优势,借由其衍生出来的海量数据及物联网数据、BIM信息数据和城市运维数据相结合的信息管理需求所面对的巨大市场机遇实现勘测设计行业的升级和转型。",0
海底观测网的研究进展与发展趋势,2019,"海底观测网是人类观测海洋的新型平台,可实现海洋由海底到海面的全天候、原位、长期、连续、实时、高分辨率和高精度观测,对海洋科学发展起到重要的支撑作用。美国、加拿大、日本以及欧洲各国凭借在海洋领域的先发优势,纷纷投入巨资构建海底观测网并成功运行。在现代传感器、水下机器人、海底光纤电缆、物联网、大数据等新型技术的推动下,海底观测网呈现综合性立体观测、数据深度发掘、多种观测计划综合交叉融合的发展趋势。",0
物联网环境下的乳制品供应链质量安全风险管理研究,2019,"在对乳制品供应链质量安全风险识别的基础上,按照物联网的三个层次(感知层、网络层、应用层)对风险进行划分,确定风险发生概率和风险影响值,通过构建风险矩阵模型与Borda序值法相结合,分析评估了各风险因素的大小并进行排序,根据评估结果提出了风险管控建议。",0
节点位置信息驱动的物联网终端缓存管理机制的研究,2019,"物联网通过物体、传感设备与网络的关联来实现物体自动、实时的识别、定位、追踪和监控,并触发相关事件.面对持续采集或到达的数据流,物联网的移动终端间需要进行大量的数据交互.在节点缓存空间有限的条件下,合理的节点缓存管理机制可以在提高消息投递成功率的同时减少网络开销、降低终端能耗.然而,现有缓存管理机制都是从消息队列特征或静态属性方面展开研究,忽视了节点的位置、移动方向等特征,从而导致消息在网络中无方向性的扩散;或虽考虑了节点移动特征,但集中于时间维度,且对节点间相遇规律做了诸多假设,如节点间相遇服从独立同分布等,这些都限制了算法的实际应用场景.考虑到物联网中节点移动的空间规律性,该文在研究节点移动模型的基础上提出了节点位置信息驱动的终端缓存管理机制.在消息目的位置已知的情况下,该机制根据节点在随机移动模型和车载移动模型两种场景下位置和方向的移动特征,结合节点对网络态势的感知,分别计算消息的优先级;依据该优先级,设计节点间进行数据交换时的消息调度策略及节点缓存空间不足时的消息丢弃策略;并通过对移动方式随机(如人和动物的随机移动)和移动方式受限(如城市道路中车辆移动)两种场景的仿真结果分析,评估算法的性能表现.仿真实验表明,相比于Drop Oldest(DO)等传统缓存管理策略,该文提出的缓存管理机制在不同缓存大小和不同程度网络拥塞的情况下体现出较高的性能优势,并在提升消息投递率的同时保持了较低的平均时延、网络负载率和平均跳数.",0
新型传感材料与器件研究进展,2019,"新型传感技术融合了材料科学、微纳电子技术、生物技术等学科,是人工智能、精准医疗、新能源等战略前沿的先导和基础,也是智慧城市、智慧医疗等物联网应用的技术关键。智能化、微型化、多功能化、低功耗、低成本、高灵敏度、高可靠性是新型传感器件的发展趋势和主要研究方向。新型传感器件的传感性能很大程度上取决于传感材料的化学成分、表面修饰、传感层微观结构和完整性等因素。近年来,新型传感材料与器件的研究方兴未艾,为现代传感技术的深入开发与应用带来了新的机遇。本文综述了新型传感材料,包括硅纳米线、石墨烯、碳纳米管、二维材料、金属有机框架材料、水凝胶材料以及有机半导体材料等在力学传感、声学传感、生物传感、爆炸物监测等方面的应用。讨论了微机电系统(MEMS)和纳机电系统(NEMS)传感器技术,以及柔性可穿戴传感器相关材料、器件结构和制造方法的最新进展。",0
离散车间制造物联网及其关键技术研究与应用综述,2019,"物联网在制造领域的深度渗透和落地应用催生了一种以物物互联、泛在感知为特征的新型制造技术制造物联网。在解析制造物联网基本概念、特征和应用需求的基础上,以多源制造数据的感知、传输、分析和应用为主线,阐述了面向离散车间的制造物联网关键技术;通过分析国内外制造物联网技术的相关应用研究文献,分别从车间制造资源管理、生产过程调控、车间物流优化、质量监控与追溯、智能服务与保障5方面,总结了制造物联网在离散车间的应用模式;基于制造物联网核心技术的应用和发展需求,以及与云制造、大数据、信息物理系统的紧密关联,探讨了智能制造背景下制造物联网的未来发展趋势。",0
基于WSAN的物联网软件分布式知识框架及其实现方法,2019,"随着物联网的深入发展和智能传感器的出现,传统软件逐渐暴露出自身性能的不足。为满足设备自治的需求和利用边缘网络的计算资源,分析了物联网软件的特征,提出了物联网软件的分布式知识框架及其具体实现方法。通过识别物联网软件的环境逻辑并定义环境逻辑的演化规则,使环境逻辑可以嵌入底层无线节点。依靠智能传感器监控环境变化、触发软件逻辑,实现软件的正确执行。最后依据现实场景的运行情况及相关指标的分析,来说明所提方法的适用性。",0
基于云的轻量级RFID群组标签认证协议,2019,"射频识别技术(Radio Frequency Identification,RFID)作为物联网中标识物品的关键技术,其因低成本、易携带等优势而得到了广泛的应用。基于云存储的RFID技术相较于传统RFID技术更具有应用市场,但其安全隐私问题也更为严重。另外,现有的很多群组标签认证协议不仅不符合轻量级要求,还具有密钥失同步的问题。文中提出一种基于云的轻量级RFID群组标签认证协议。该协议基于Hash函数而设计,它不仅解决了上述安全隐患,还能在群组认证过程中筛除无效标签和假冒标签。最后,利用BAN逻辑对该协议进行了分析。安全目标分析表明,该协议可以抗多重DOS攻击以及其他基本攻击,并满足前向安全性。",0
物联网在哮喘管理中的应用进展,2019,医疗物联网是一种新型的医疗服务模式。它可以帮助人们实现医院、患者和医疗设备之间的远程交互，进一步为医疗问题提供解决方案。哮喘是一种常见的呼吸道疾病，以慢性气道炎症和高反应性为特征。借助物联网，我们可以改善对哮喘的管理。本文主要从患者、医生和分级医疗体系三个角度探讨了医学物联网在哮喘管理中的作用。医疗物联网有助于加强患者的自我管理，简化医生的随访管理，进一步完善分级诊疗体系。尽管存在一些尚未解决的问题，但在不久的将来，医疗物联网将在医疗系统中发挥关键作用。,0
物联网通讯技术在污水处理自动化系统中的应用,2019,"河北某植物蛋白公司生产污水处理项目,采用酵母菌反应池-UASB-SBR-MBR的工艺流程,设计处理量50 m3/d,工程系统运行稳定可靠,出水达到既定要求。但工程建设初期未安装自动化系统,人工操作较为繁琐,预警报警机制不完善,人工巡查工作量大。此次自动化系统工程在现有工艺设备基础上,利用物联网技术及无线DTU模块搭建自动化控制系统网络,免去大量线缆桥架铺设工作。根据污水处理工艺,设计PLC程序,完成特定的控制功能,利用WINCC组态界面实现人机交互,构建了1套完整高效的自动化控制系统。",0
基于改进的BP神经网络的参数在线测量方法,2019,"针对传统的智能制造物联网系统中存在的部分参数测量时间较长,异常反馈不及时的问题,对原有BP神经网络进行改进,提出一种基于改进的BP神经网络的参数在线测量方法,完成实际测量过程中的参数预测。通过水分在线测量预测实验结果证明,基于BP神经网络的参数测量方法,在测量精度满足要求的情况下,可以很大程度上缩短参数测量时间,对系统参数的在线测量提供一种新思路。",0
基于物联网的电能质量治理系统的研究与实现,2019,"基于物联网技术的电能质量治理系统,利用FPGA+ ARM芯片作为电能质量治理终端设备的主控制器,对电网的无功电流、谐波电流、不平衡电流进行治理.使用云技术、无线通信技术、网络技术等物联网技术开发的移动端应用软件及服务器端应用软件对终端设备进行远程监控.通过对系统电压、负载电流等多个电能质量数据的监测表明设备使用后电能质量得到了显著的提高,远程监控软件安全、稳定且实时性较强.",0
基于区块链的防护物联网设备DDoS攻击方法,2019,"随着物联网设备的普及,利用物联网设备发起的分布式拒绝服务攻击(distributed denial service, DDoS)愈演愈烈,针对此类问题,提出了一种基于边缘计算和区块链的检测防御架构.在边缘节点依据物联网设备的业务功能特点实现了初步的疑似DDoS异常检测,初步检测结果的共享分析得出DDoS预警,最终对物联网设备发出的DDoS进行过滤.该方案的检测防御分布式部署在攻击源端,可以避免引流及流量清洗造成的高额成本和网络阻塞,并可以在检测到DDoS发生之初在源头进行持续过滤从而阻止攻击流量的上涨.",0
区域综合防灾减灾救灾的前沿与展望基于2018年三次减灾大会的综述与思考,2019,"首先,介绍了2018年三次国内外减灾大会的主要内容;其次,根据应急管理部成立背景下综合防灾减灾救灾的特征与要求,阐述了当前减灾领域的若干前沿话题,包括应对气候变化多样性风险、认识灾害系统复杂性特征、减轻区域系统性风险、关注重特大灾害影响的时空涟漪和放大效应、重视一带一路综合灾害风险防范、协同趋利避害与生态文明建设等.最后,展望和讨论了我国未来综合防灾减灾救灾的6个重要方面,即: ①灾害风险科学研究将更关注多尺度、多因素、多过程灾害风险的复杂性; ②减灾理念将更偏向趋利避害与生态文明建设; ③灾害管理将更关注综合防灾减灾救灾的体制、机制、法制建设; ④减灾业务实践将更关注灾害与风险防范的效力与效益; ⑤灾害风险管理的国际合作将更关注生产链、供应链、物联网和生态系统等的全面风险管理; ⑥城市减灾将更关注韧性城市与协同可持续发展,乡村减灾则需提升灾害设防水平.",0
煤及共伴生资源精准开采科学问题与对策,2019,"面临新一轮以大数据、云计算、人工智能、物联网、区域链、互联网为代表的信息技术革命,及煤、铀、油气相继走向智能化无人开采的发展趋势,深度融合现代信息技术、资源开采理论技术助推煤及共伴生资源无人(少人)开采,保障国家能源及战略需求,成为新时代能源资源开发模式变革的导向,基于此率先提出煤及共伴生资源精准开采的科学构想.煤及共伴生资源精准开采是以创新地球空间物理科学、多相多场耦合理论及智能管控系统为核心保障,互联网+现场监测、物理/数值模拟、基础实验的三位一体科研手段为支撑,实现煤及共伴生资源禀赋、原生/扰动地质灾害、开采装备工况全息实时展现,资源开发规划、矿井运行管理及退役矿井生态修复方案的智能弹性决策,潜在致灾因素的智能深度感知、精准圈定及高效解危,突发灾害的损伤体自主修复、管控系统韧性恢复、装备自适应调整的能源资源科学开发模式.煤及共伴生资源精准开采可有效破解资源开发面临的勘探监测、协同开发、灾害防控及环境负外部性等重大难题,为未来煤及共伴生资源开发提供了新思路.本文凝练了煤及共伴生资源精准开发的5个关键科学问题和7个主要研究方向,为实现新时代资源安全高效绿色开发提出了阶段性规划.",1
煤矿智能化煤炭工业高质量发展的核心技术支撑,2019,"提出了煤矿智能化是煤炭工业高质量发展核心技术支撑的科学思想,阐述了煤矿智能化的定义和总体要求,明确了煤矿智能化发展的目标是建设智慧煤矿,分析了煤矿智能、智慧、信息化、数字化等术语的内涵和关联关系,提出了我国煤矿智能化建设原则和阶段目标。进行了煤矿智能化顶层设计,提出了统筹规划煤矿智能化发展模式、科学设计智慧煤矿总体架构、建设100个智能化示范煤矿的发展思路。探讨了井工煤矿精准地质探测与4D-GIS系统、智能化开拓规划与工作面设计、智能化巷道快速掘进成套技术、智能化综采工作面成套技术、智能化主/辅运输技术、危险源智能感知与预警技术、智能化洗选系统、智能化综合保障技术、矿井物联网综合管控系统和操作平台等主要环节的发展路线。阐述了露天煤矿智能化发展方向,提出了建设露天煤矿信息化系统、开发露天煤矿智能化连续开采技术、建立露天煤矿空-天-地一体化安全预警系统、推进露天煤矿生态环境协调绿色发展的理念。大力发展煤机装备智能制造,提高煤机装备的可靠性与适应性,促进煤炭资源开发的机器人化替代,为煤矿智能化发展提供智能装备保障。提出了加大煤矿智能化发展政策支持、设立煤矿智能化标准体系建设专项、建立国家级煤矿智能化技术创新研发实验平台等政策建议。",1
一种面向主动服务的情境感知引擎,2019,"随着物联网的发展,很多应用场景下的被动服务提升为主动服务.主动服务无需人来驱动,由系统自动采集数据,根据逻辑进行判断,然后进行服务触发.情景感知( context aware)是实现主动服务的一种主流方式.本文提出了一种面向主动服务的情境感知引擎,相比与开源的规则引擎如Drools,该引擎支持了更丰富的模型描述语言,如场景与属性的定义、数据有效期设定、接入用户函数等.在处理密集传感器数据时,引擎引入了场景赋值以及数据快照的概念,帮助引擎快速定位数据匹配的场景,有针对性的去匹配规则并触发服务,提升了数据处理的效率和准确率.本文通过两个实验,以模拟传感器数据的方式测试了为模型中场景赋值的操作对整体执行效率带来的提升.",0
无片上电感的低功耗高线性度CMOS混频器,2019,"物联网设备的数量将在不久的将来得到快速增长。延长电池寿命、提高信号动态范围是物联网通信系统射频前端的主要关注点。为解决射频前端功耗和线性度的问题,提出了一种改进型的吉尔伯特混频器。相比于传统吉尔伯特混频器,该混频器在跨导级采用工作在亚阈值区的PMOS/NMOS互补结构,结合了电流复用技术和导数叠加技术,实现了功耗和线性度的折中;并采用交叉电容耦合形成负阻抗,抵消了寄生电容的影响,从而在低功耗情况下提高了线性度。基于HHNEC 0.18 mum BiCMOS工艺后仿真结果表明,该混频器在射频频率0.4~ 3 GHz时转换增益为6.2~ 7.6 dB,在2.4 GHz频率下输入三阶交调点(input third-order intercept point,IIP_3)为14.96 dBm,在电源电压为1 V的情况下功耗为1.8 mW。该混频器核心电路尺寸为460 mum*190 mum。与相关工作对比,该混频器具有低功耗、高线性度的特点。",0
操作系统虚拟化的研究现状与展望,2019,"容器技术作为一种轻量级虚拟化技术,近年来不仅广泛应用于云计算平台和数据中心的资源管理、系统运维和软件部署中,也逐步应用于包括边缘计算、物联网等在内的新领域,表现出了良好的发展态势和应用前景.在此背景下,操作系统虚拟化作为容器的核心技术引起了广泛的关注.操作系统虚拟化允许多个应用在共享同一主机操作系统内核的环境下隔离运行,具有启动快速、部署方便、资源占用少、运行效率高等优点,但是也存在隔离性较弱等不足之处,后者也成为了虚拟化领域的研究热点.首先介绍操作系统虚拟化的历史背景和技术架构,并与传统虚拟化技术对比总结操作系统虚拟化技术的特点;随后分别从容器实例层、容器管理层和内核资源层梳理和分析操作系统虚拟化当前研究现状;最后阐述了操作系统虚拟化领域的技术挑战和研究展望.",0
一种抗大规模MIMO窃听的噪声注入方案,2019,无线传输的安全问题成为物联网发展的重大瓶颈。基于海量多输入多输出(MIMO)技术的物联网终端和窃听设备的计算能力和硬件配置有限，给物理层安全技术带来了新的挑战。为了解决这一问题，提出了一种轻量级的噪声注入方案来对抗大规模的MIMO窃听。首先介绍了所提出的噪声注入方案，并进行了相应的保密分析。在此基础上，推导出了吞吐量的封闭表达式。通过对缝隙分配系数和功率分配系数的优化，分析和仿真结果表明，提出的噪声注入方案可以通过设计物联网系统参数来实现私有信息传输的安全性。,0
物联网中一种基于无线射频识别和传感器节点的信息收集协议,2019,"为有效收集传感器节点的信息,本文将无线射频识别标签与传感器节点进行结合,提出了2种数据收集协议。首先提出了基于被动式标签数据收集协议PTC,该协议采用分割时槽方法,将每个帧分割为若干个大小不同的时槽,有效缩短了执行时间。在此基础上,提出一种基于主动式标签的数据收集协议ATC,该协议采用预先分配时槽的方法,减少空时槽和冲突时槽的分配,使得执行时间达到下界。为使信息收集准确可靠,提出了有效检测丢失标签和收集未知标签算法ADMCU,为PTC和ATC协议执行的正确性提供保障。实验表明:本文提出的两种协议与其他流行协议相比执行时间更短,且无论收集信息量如何变化,ATC的执行时间始终最短;同时,所提出的ADMCU算法在相同准确率情况下,耗时更短。",0
基于受限分位直方图的小麦苗情图像增强方法,2019,"针对物联网监测的小麦苗情图像受成像自然环境和成像设备影响存在对比度低及图像模糊的问题,提出了基于受限分位直方图的小麦苗情图像增强方法,首先压缩高概率密度色彩频度来减少高频色彩的像素出现过增强问题,然后对调整后的直方图进行分位划分以保持图像在增强后的色彩均值信息,缓和图像均值色彩变化过大导致的过增强和噪声放大问题,最后对分位直方图在分位区间内依据累积分布函数分别进行直方图均衡化融合为最终输出图像.结果表明,该方法克服了传统全局直方图易出现的过增强和噪声放大问题,增强后的图像细节丰富,具有更好的视觉效果,能够满足小麦苗情远程监测图像增强的实际应用要求.",0
大坝智能建设研究进展,2019,"大坝智能建设对全面提高我国大坝建设智能化管理水平和保障大坝建设质量至关重要。在新一代信息技术(如云计算、大数据、物联网、移动互联网等)、人工智能、区块链、互联网+等技术与大坝建设深度融合并飞速发展的新时代背景下,大坝建设面临着如何提高智能化、信息化、数字化和精准化水平等一系列问题,而大坝智能建设则是应对这些挑战的有效战略措施。本文首先厘清大坝智能建设的原动力、基本理念与技术内涵;其次着重梳理了大坝智能建设中关键的理论、方法与技术的研究进展;最后探讨了大坝智能建设未来的发展方向及趋势。",1
大型水电工程建设全过程数字化动态管控,2019,"大型水电工程建设过程中面临生产要素流动的复杂性,实物计量的准确性和实效性,以及参建各方管理体系、业务流程、工艺过程的差异性导致的前瞻性与实时性等管理问题。本文依托金沙江下游水电建设,以定位技术、移动应用和物联网等新一代信息化技术为手段,深入开展工程建设与信息化技术的融合研究,集成研发复杂环境下不同定位精度和响应速度的混合叠加定位技术,制定了水电建设各专业标准化工艺流程、管理表格及编码体系,开发移动在线应用系统,研发关键工艺智能技术和设备,构建贯通工程计价全过程的信息系统。项目成果确保了工程建设管理数据全面、真实、准确和实时的获取,实现了人员设备等流动性要素、质量安全等核心业务流程、混凝土浇筑温控及水泥灌浆等关键工艺过程、单元工程计量等真实实物成本在内的工程建设全过程数字化动态管控,促进了业务链、工序链等管理链的整体优化,为智能建造打下了基础,是工程建设智能技术的重要组成部分。",1
基于贝叶斯网络的建筑火灾动态风险评估方法研究,2019,"为提高建筑火灾风险评估的准确性,建立1种智能化的动态风险评估方法。针对具体建筑的风险评估,以物联网技术为基础,构建智能消防监测系统,在建筑日常使用过程中通过动态风险评估,实现火灾风险要素的实时监测、数据传输,充分发挥大数据、云计算的支撑作用,将贝叶斯网络方法引入火灾风险定量评估过程,构建火灾动态风险评估模型;结合具体的应用实例,分析不确定因素对风险评估结果的影响。研究结果表明:基于贝叶斯网络的动态风险评估方法能较准确地反映建筑火灾风险的可能性,达到实时监测、动态评估的效果。",0
不同领域技术下智能服装的发展现状及趋势,2019,"随着国家对大健康、物联网、人工智能、大数据、云计算等新兴技术提出更高的发展要求,智能服装也得到了很大的发展。文章主要分析了各种领域的技术及各领域技术在目前国内外智能服装上的发展现状,提出了当前环境下智能服装在安全性能、实用性能、工艺设计、节能环保及材料选择五个方面存在的问题和解决措施。同时指出在各领域技术迅猛发展的前提下智能服装未来发展的四个方向和趋势,提出未来智能服装设计将是在多领域技术与学科间交叉的前提下,做到以人为本。",0
面向物联网无线携能通信系统的机会安全传输方案,2019,"针对物联网无线携能通信系统中能量输送和信息传输的差异性需求,提出了一种信息-能量动态切换的机会安全传输方案。首先,考虑多小区、多用户、多窃听者的时域切换型携能通信网络模型,发送端根据信道状态在能量输送与信息传输之间动态切换,改变了传统能量输送与信息传输的固定分配方案,从而满足能量输送和信息传输的差异性需求。在此基础上,综合分析了能量传输和信息传输的性能,包括能量传输的稳定性和效率以及在窃听者独立窃听、联合窃听场景下信息传输的可靠性和安全性。然后,分析了切换门限对系统性能的影响,并在能量约束条件下,为兼顾系统安全性和可靠性,设计了最大化保密吞吐量的切换门限优化算法。最后,仿真证明了所提方案的有效性。",0
基于小区间干扰消除的NB-IoT时延估计算法,2019,"针对窄带物联网(NB-IoT)低功耗、低成本、低采样率等特点,提出了一种基于小区间干扰消除的NB-IoT时延估计算法,所提算法引入了小区间迭代干扰消除算法,以逐步消除各小区信号之间的相互影响。在每一次迭代中,在传统相关算法的基础上引入时频互相关交叠的思想来提升时延估计精度以突破采样率的限制,并采用基于噪声门限的首达径(FAP)搜索算法来抑制多径效应的影响。仿真结果表明所提算法可以在相关算法的基础上明显提高NB-IoT的时延估计精度。",0
基于物联网的热熔断体动作温度检测系统设计,2019,"针对解决传统的热熔断体动作温度测量方法不足的需求,设计并实现了一种基于T型热电偶传感器的热熔断体动作温度自动检测系统。系统利用热电偶的温度测量特性,结合单片机与工控机实现了烘箱温度测量、热熔断体实时温度及动作温度测量,提出了一种烘箱温度二级功率控制算法控制其升温过程。测试结果表明,系统能成功实现自动测量热熔断体动作温度的功能,并实现接入物联网,使用智能手机获取被测元件实时状态,解决了既定需求。",0
基于PNN算法的空调智能控制策略研究,2019,"针对传统空调控制系统缺少智能控制策略的问题,结合物联网、传感器、单片机以及神经网络算法等技术,设计并实现基于PNN算法的空调智能控制系统.阐述了系统的总体架构和软硬件设计思路;重点研究了基于PNN算法构建人体舒适度模型的过程;给出了基于舒适度模型的空调控制策略.经过仿真和实例验证,空调智能控制系统能够按照设计的控制策略自适应调节空调运行状态,从而使室内环境温湿度以适合人体感受的方式动态变化.结果表明,设计的舒适度模型可用于人体舒适度的评价,提高了用户舒适度体验.",0
我国汽车制造企业两化融合水平提升策略研究,2019,"随着互联网、物联网、大数据、云计算等新一代信息技术向汽车行业的不断渗透,汽车行业内研发设计、生产制造、交易模式、后市场服务等多方面正在发生变革,近些年我国汽车制造企业在两化融合方面取得长足发展,两化融合对提升企业竞争力和经济社会效益作用不断显现,但目前行业内普遍存在数据标准化程度较低、后市场服务发展不均衡、整车厂与零配件制造企业关系不和谐等问题.基于大量汽车制造企业两化融合建设的实际案例研究,主要从提升基于客户订单的快速研发设计能力和企业后市场服务能力两方面入手对汽车制造企业突破行业共性问题,提升两化融合水平提升策略展开探讨.",0
智能制造及其关键技术研究现状与趋势综述,2019,"新一代信息技术、人工智能等迅猛发展及其在制造领域的融合不断促使各先进制造国家积极探索智能制造的发展战略,以实现全制造流程与全生命周期数据的互联互通、业务的协同联动及决策的动态优化,最终达到制造系统的智能化、协同化、透明化、绿色化。为更全面地理解智能制造的内涵、现状与趋势,本文详细介绍了智能制造的历史与起源、制造模式的发展与演化,分析了国内外典型智能制造战略的内涵与特点,并从中抽取了若干影响智能制造有效实施的关键使能技术。最后,结合团队在智能制造领域近年来的研究基础,分析和讨论了智能制造未来的发展趋势。",2
北京智能制造产业的机遇、挑战与建议,2019,"大数据、物联网和人工智能等新一代信息技术在制造业中应用越来越多,不断引起制造业变革,推动智能化进程。国内外都在加快战略布局,大力推进智能制造产业发展。北京的传统制造业在转型升级过程中,产业结构不断优化,在构建高精尖产业经济结构过程中,聚焦优势产业基础和科技资源,加快推进智能制造技术创新和产业应用,从而推进北京智能制造产业快速发展。",0
光存储技术发展现状及展望,2019,"随着互联网、物联网、云计算以及人工智能的快速发展,人类社会已经进入大数据时代。面对如此多的数据,如何安全可靠、绿色节能、长寿命、低成本地进行存储已经成为一个重要问题,传统的光存储技术已经无法满足现实要求,需要对其加以改造升级,甚至研发新一代存储技术。到目前为止,已有多种基于光存储原理的样机研制成功并获得工程应用,光存储技术不断完善,正逐步实用化和商用化。本文首先简单介绍了光存储技术领域发展历程,然后详细列举了其中8种具有产业化前景的光存储技术,对它们的原理及发展现状进行了总结,并对其技术特点和作为大数据存储介质的前景进行了讨论;最后对光存储技术未来发展趋势进行了展望,以期为大数据时代光存储技术的发展提供技术参考。",0
基于物联网的风光互补电站智能监控系统,2019,"为了克服目前风光互补电站监控系统预警程度低、远程操作困难的现状,设计了一种具有实时在线状态监测和故障诊断功能的智能远程监控系统。该系统以物联网为架构,采用混合无线传感网络和虚拟仪器技术,实现系统的无线网络体系结构和软硬件实现。系统具有实时状态显示、数据查询、短信报警、故障预诊断和B/S模式远程访问等功能。实验结果表明,该设计系统提供了一个能集中监控多个跨地域电站群的良好平台,其系统的有效性和可靠性得到了验证。",0
基于WDNN的温室多特征数据融合方法研究,2019,"目前物联网监测产品在温室生产中大量应用产生海量数据,但现有用于温室数据融合算法对高维特征及混合特征(数据同时包含稀疏特征和连续特征)处理精度较低且泛化能力较弱,鲜有利用深度学习模型对温室数据进行顶层融合并提供准确的决策信息。本文提出了一种基于宽-深神经网络(Wide-deep neural network,WDNN)的两级温室环境数据融合算法。首先利用温室内多点多特征数据训练WDNN深度学习模型,输出形式为多点单特征,再将该输出数据按照少数服从多数原则进行融合,得到温室环境状态的整体评估结果。试验结果表明,该融合方法对预测集中混合特征的决策准确率达到98. 90%,融合特征类型的增加,可用于监测参数更多、环境更复杂的温室,将WDNN模型用于温室混合数据融合是可行有效的,在保证决策精度的同时丰富了可融合特征类别,进一步提升温室融合系统的智能化程度,对温室智能调控提供有效技术支撑。",0
脉冲式蒸发器水面蒸发量手机在线检测装置研制,2019,"为提高水面蒸发量的智能检测水平,研制了一种可以通过手机进行水面蒸发量在线检测的装置。该装置主要由整体结构稳定装置、传感器位置固定装置、调节装置、检测和脉冲控制模块、电源模块及上位机控制计算显示存储软件、物联网服务器、数据传输模块组成。采用水位检测传感器探头接触水面后,通过传感器探头的电平状态变化,对单片机所发出的脉冲进行计数,推算水面蒸发量,进行灌溉区间的动态计算,实现了水面蒸发量的在线检测。结果表明:1)装置运行可靠:水位传感器回到初始位置的成功率和单片机开发板接收到检测指令的成功率均为100%;2)装置运行稳定,检测精度较高:试验测定的脉冲数的最大极差为3,与人工测量值相比,该装置测定值最大相对误差为2.04%;3)单片机所发出的脉冲数和水位高度呈现线性关系,决定系数R~2达到1;4)田间试验结果表明,该装置适应性较好,性能良好,最小相对误差为0.85%,最大相对误差为2.68%。可见,该装置运行稳定可靠,测量精度较高,不仅通过手机实时查看数据,而且通过手机远程控制检测过程,提高了水面蒸发量在线检测的智能化水平,研究可为智能化节水灌溉的灌溉定额提供依据。",0
基于NoSQL数据库的农田物联网云存储系统设计与实现,2019,"为了解决农田物联网大量图像、视频和传感器等结构化和非结构化数据实时处理与写入问题,该文基于分布式存储与NoSQL(Not Only SQL)技术,结合农田物联网数据特征,利用HDFS(Hadoop Distributed File System)和HBase(Hadoop Database)存储非结构化和结构化数据,基于Redis缓存服务,设计了三层物联网数据云存储框架,实现了海量农田物联网数据存储中的业务处理、事务处理、图片打包与索引、负载均衡等关键技术。面对复杂业务下的事务数据一致性,该文采用基于HLock的乐观锁机制,实现了HBase对强事务性的支持,经过与传统MySQL集群事务对比测试,当数据量级在500万时,数据读取效率提升达35.75%。为了提高农田物联网中大量的小图片和小文件处理效率,基于图片打包合并策略,利用SequenceFile技术实现物联图片的快速索引读写技术,与原生HDFS存储效率相比,读写效率提升30%以上。该研究可以为海量农业物联网数据的存储和管理提供技术参考和理论支撑。",0
基于云计算平台的室内环境监测系统设计与实现,2019,"针对目前国内室内环境监测系统普及度较低和舒适度测试需求,设计并实现了一种基于云计算平台的室内环境监测系统。基于物联网技术通过多传感器对室内环境信息进行采集,采集数据通过无线传感网络存储到云端数据库。云计算平台采用二级融合算法对采集数据进行分析处理并提供Web服务,用户可以通过网页或者终端实时查看室内环境并得到反馈结果。实验结果表明:设计的系统成本低、功耗小,易扩展,能够全面地对室内环境进行监测、统计和舒适度评价,具有较好的实用价值。",0
基于窄带物联网智能燃气表系统设计与实现,2019,"针对目前广域物联网在智能燃气表控制系统存在传输距离短、覆盖范围小、需要基站多等问题,提出了一种基于窄带物联网(NBIoT)技术传输方式的无线智能燃气表。系统以KL36为微控器,采用BC95无线模块实现功能设计,给出了控制系统详细的硬件和软件设计方法。测试结果表明:利用NBIoT技术克服了广域物联网存在的问题,系统具有稳定、可靠等优点,有很好的推广前景和应用价值。",0
